Time,"Vx Velocity,km/s","Vy Velocity, km/s","Vz Velocity, km/s","Wind, Xgse,Re"
1474768800,-348.3,-8.8,-3.2,236.46
1474772400,-346.3,-11.2,15.4,236.45
1474776000,-346.0,-10.6,20.9,236.43
1474779600,-341.3,-18.1,14.8,236.41
1474783200,-344.5,-22.1,11.7,236.39
1474786800,-347.5,-25.6,6.2,236.38
1474790400,-345.8,-19.2,4.5,236.36
1474794000,-351.2,-11.0,0.6,236.35
1474797600,-348.9,-16.9,8.3,236.33
1474801200,-352.2,-24.2,15.0,236.31
1474804800,-363.1,-7.4,12.8,236.3
1474808400,-361.0,-11.6,28.9,236.28
1474812000,-354.3,-26.3,27.5,236.26
1474815600,-368.4,-9.2,22.1,236.25
1474819200,-389.7,14.4,6.3,236.23
1474822800,-402.4,20.4,11.1,236.21
1474826400,-401.0,16.2,20.5,236.2
1474830000,-401.0,11.8,6.4,236.18
1474833600,-399.0,11.0,-7.2,236.16
1474837200,-393.8,-2.0,15.9,236.14
1474840800,-390.5,1.0,10.0,236.13
1474844400,-387.2,2.4,9.8,236.11
1474848000,-383.0,2.4,9.9,236.09
1474851600,-377.7,19.5,5.9,236.07
1474855200,-389.1,-3.9,12.1,236.06
1474858800,-389.4,6.2,9.8,236.04
1474862400,-403.6,17.0,-7.1,236.03
1474866000,-409.7,5.0,0.9,236.01
1474869600,-401.0,2.6,-4.1,235.99
1474873200,-406.9,17.6,-12.1,235.97
1474876800,-411.8,27.6,-16.1,235.96
1474880400,-406.1,19.0,-13.9,235.94
1474884000,-406.9,13.9,-4.0,235.92
1474887600,-407.4,1.6,-1.5,235.9
1474891200,-422.2,-2.6,-3.2,235.88
1474894800,-417.6,-13.3,-17.6,235.87
1474898400,-429.3,-22.3,-15.4,235.85
1474902000,-421.5,-15.4,-13.1,235.83
1474905600,-416.3,-10.1,-3.1,235.81
1474909200,-414.6,-9.4,-7.6,235.8
1474912800,-405.7,-13.8,-11.0,235.78
1474916400,-426.3,-16.8,-15.4,235.76
1474920000,-459.0,14.6,-25.8,235.75
1474923600,-462.3,28.5,-24.2,235.73
1474927200,-469.2,23.5,1.4,235.71
1474930800,-469.9,9.2,-6.7,235.69
1474934400,-487.6,17.9,2.9,235.67
1474938000,-496.3,29.4,1.4,235.66
1474941600,-488.8,38.4,-19.3,235.64
1474945200,-491.3,17.4,-22.5,235.62
1474948800,-491.8,21.1,-25.9,235.6
1474952400,-494.5,9.3,-32.3,235.58
1474956000,-499.9,-0.5,-8.4,235.56
1474959600,-506.0,3.6,-8.2,235.55
1474963200,-506.2,10.7,6.8,235.53
1474966800,-514.4545454545455,13.336363636363636,4.072727272727272,235.51090909090908
1474970400,-522.709090909091,15.972727272727273,1.3454545454545457,235.4918181818182
1474974000,-530.9636363636364,18.60909090909091,-1.3818181818181818,235.47272727272727
1474977600,-539.2181818181818,21.245454545454546,-4.1090909090909085,235.45363636363635
1474981200,-547.4727272727273,23.881818181818183,-6.836363636363635,235.43454545454546
1474984800,-555.7272727272727,26.51818181818182,-9.563636363636363,235.41545454545454
1474988400,-563.9818181818182,29.154545454545456,-12.29090909090909,235.39636363636365
1474992000,-572.2363636363636,31.790909090909093,-15.018181818181816,235.37727272727273
1474995600,-580.4909090909091,34.42727272727273,-17.745454545454542,235.3581818181818
1474999200,-588.7454545454545,37.06363636363636,-20.47272727272727,235.3390909090909
1475002800,-597.0,39.7,-23.2,235.32
1475006400,-627.3,31.6,2.7,235.3
1475010000,-656.7,49.4,9.9,235.28
1475013600,-669.2,68.3,-18.4,235.27
1475017200,-687.0,47.1,3.5,235.25
1475020800,-693.1,44.0,5.0,235.23
1475024400,-658.8,7.7,28.3,235.21
1475028000,-604.4,-1.5,0.3,235.19
1475031600,-613.4,-14.0,6.3,235.17
1475035200,-599.7,-2.6,-10.2,235.15
1475038800,-624.1,4.0,-8.4,235.13
1475042400,-597.6,-3.5,-3.9,235.11
1475046000,-606.2,1.0,6.5,235.09
1475049600,-605.2,16.6,-1.9,235.07
1475053200,-613.2,8.8,20.8,235.05
1475056800,-627.5,9.6,14.7,235.03
1475060400,-610.6,-1.3,-4.3,235.01
1475064000,-601.9,-6.3,2.7,234.99
1475067600,-621.0,-14.3,15.7,234.97
1475071200,-664.7,-16.5,38.5,234.96
1475074800,-672.5,-6.0,33.3,234.94
1475078400,-677.4,-4.2,42.6,234.92
1475082000,-686.2,0.6,47.1,234.9
1475085600,-688.6,33.6,45.7,234.88
1475089200,-694.4,9.3,60.0,234.86
1475092800,-672.7,-0.5,47.8,234.84
1475096400,-665.7,-1.9,32.6,234.82
1475100000,-658.4,9.4,23.0,234.8
1475103600,-660.5,40.7,28.3,234.77
1475107200,-648.0,30.2,26.4,234.75
1475110800,-648.9,2.0,45.2,234.73
1475114400,-644.7,16.0,34.9,234.71
1475118000,-669.4,12.7,41.3,234.69
1475121600,-653.5,10.7,33.5,234.67
1475125200,-669.7,-3.7,51.1,234.65
1475128800,-691.7,-0.2,53.4,234.63
1475132400,-669.9,14.9,51.6,234.61
1475136000,-691.4,-1.8,56.6,234.59
1475139600,-663.7,-9.4,50.0,234.57
1475143200,-666.4,-13.6,45.0,234.55
1475146800,-675.8,-11.8,58.1,234.53
1475150400,-687.1,-25.5,50.4,234.51
1475154000,-681.3,-50.0,66.4,234.49
1475157600,-709.9,-38.3,67.4,234.46
1475161200,-671.6,-25.3,52.9,234.44
1475164800,-687.9,-15.4,66.9,234.42
1475168400,-703.9,-37.5,77.5,234.4
1475172000,-688.7,-41.6,64.3,234.38
1475175600,-696.5,-24.6,64.5,234.36
1475179200,-690.3,-54.4,63.7,234.34
1475182800,-676.9,-44.3,54.6,234.32
1475186400,-662.0,-26.8,44.1,234.3
1475190000,-688.1,-38.7,65.1,234.27
1475193600,-687.7,-44.3,69.7,234.25
1475197200,-695.2,-23.2,55.3,234.23
1475200800,-701.2,-45.3,65.1,234.21
1475204400,-690.5,-43.8,52.7,234.19
1475208000,-659.6,-20.1,30.9,234.17
1475211600,-664.5,-31.9,45.6,234.14
1475215200,-654.9,1.7,34.6,234.12
1475218800,-641.0,-2.5,18.6,234.1
1475222400,-660.1,-23.3,44.3,234.08
1475226000,-656.1,-24.6,38.3,234.06
1475229600,-648.3,-33.9,24.9,234.04
1475233200,-636.9,-30.4,11.6,234.01
1475236800,-597.2,-36.3,5.6,233.99
1475240400,-597.1,-42.3,-0.9,233.97
1475244000,-605.5,-33.5,4.9,233.95
1475247600,-615.7,-15.3,2.4,233.92
1475251200,-611.6,-14.3,7.9,233.9
1475254800,-606.9,-18.8,-1.9,233.88
1475258400,-587.8,-25.5,-5.8,233.86
1475262000,-582.7,-20.8,-6.7,233.83
1475265600,-588.8,-13.1,-6.2,233.81
1475269200,-596.2,-8.6,-3.3,233.79
1475272800,-598.7,-10.9,-4.3,233.77
1475276400,-563.9,-14.7,-22.5,233.74
1475280000,-571.8,1.2,-36.6,233.72
1475283600,-569.5,-0.5,-39.7,233.7
1475287200,-567.4,-4.1,-23.8,233.68
1475290800,-589.9,10.6,1.9,233.65
1475294400,-583.6,-16.1,-6.3,233.63
1475298000,-565.3,-21.3,-28.4,233.61
1475301600,-551.3,-36.1,-24.1,233.58
1475305200,-535.9,-23.4,-21.1,233.56
1475308800,-538.7,-31.4,-25.6,233.54
1475312400,-533.5,-37.5,-23.2,233.51
1475316000,-512.8,-43.6,-23.8,233.49
1475319600,-528.5,-37.8,-29.0,233.46
1475323200,-491.9,-19.2,-24.4,233.44
1475326800,-487.3,-7.0,-20.7,233.42
1475330400,-494.0,-17.1,-36.4,233.4
1475334000,-518.4,-15.0,-21.9,233.37
1475337600,-544.0,-2.1,-0.9,233.35
1475341200,-550.5,-0.2,-0.9,233.33
1475344800,-526.9,-26.1,-9.0,233.3
1475348400,-520.9,-23.5,-27.9,233.28
1475352000,-523.3,-17.1,-24.6,233.26
1475355600,-537.3,-19.0,-7.4,233.23
1475359200,-522.2,-22.5,-19.9,233.21
1475362800,-515.3,-28.6,-11.1,233.18
1475366400,-508.5,-27.6,-29.4,233.16
1475370000,-514.7,-20.6,-22.1,233.14
1475373600,-525.2,-3.3,-28.6,233.11
1475377200,-518.3,2.3,-23.6,233.08
1475380800,-504.6,-9.1,-28.1,233.06
1475384400,-504.0,-8.5,-26.0,233.04
1475388000,-507.2,-8.5,-8.4,233.02
1475391600,-498.8,-22.8,-14.5,232.99
1475395200,-503.7,-23.1,-14.1,232.96
1475398800,-492.9,-14.4,-12.1,232.94
1475402400,-497.0,-13.5,-14.0,232.92
1475406000,-523.1,-11.7,-4.2,232.89
1475409600,-498.0,-16.1,-6.4,232.87
1475413200,-471.3,4.4,-13.4,232.85
1475416800,-517.6,-8.2,-16.5,232.82
1475420400,-521.8,-8.6,-10.7,232.8
1475424000,-522.1,-12.7,-14.3,232.77
1475427600,-507.2,-23.4,-19.4,232.75
1475431200,-531.6,-6.4,0.2,232.72
1475434800,-522.4,-7.2,-0.4,232.7
1475438400,-502.1,-26.3,-6.6,232.67
1475442000,-483.2,-10.8,-11.8,232.65
1475445600,-483.3,-17.2,-21.1,232.62
1475449200,-479.2,-7.5,-29.3,232.6
1475452800,-473.1,-14.0,-27.1,232.57
1475456400,-477.5,3.9,-28.7,232.55
1475460000,-505.3,-5.6,-42.9,232.52
1475463600,-485.0,-19.9,-18.3,232.5
1475467200,-511.1,-25.6,-2.5,232.47
1475470800,-485.6,-24.4,-19.0,232.45
1475474400,-465.5,-6.1,-22.9,232.42
1475478000,-473.1,5.0,-13.6,232.4
1475481600,-482.4,20.2,-14.0,232.37
1475485200,-476.9,15.5,-15.3,232.35
1475488800,-458.9,8.4,-11.0,232.32
1475492400,-474.6,-22.9,-14.0,232.29
1475496000,-480.0,-13.1,-24.3,232.27
1475499600,-481.1,-2.5,-22.1,232.24
1475503200,-470.5,-9.4,-3.3,232.21
1475506800,-491.3,-20.5,0.9,232.19
1475510400,-513.9,-16.0,-14.2,232.17
1475514000,-519.7,-22.5,-16.0,232.14
1475517600,-529.4,-17.4,-6.3,232.11
1475521200,-512.6,-10.1,-28.2,232.08
1475524800,-506.8,-20.3,-9.8,232.06
1475528400,-506.6,-22.3,-22.0,232.04
1475532000,-508.8,-30.1,-21.2,232.01
1475535600,-521.5,-17.5,-10.0,231.99
1475539200,-526.7,-14.8,-4.6,231.96
1475542800,-522.4,-18.0,-17.1,231.93
1475546400,-501.8,-27.7,-22.6,231.9
1475550000,-519.2,-28.0,-14.5,231.88
1475553600,-510.1,-21.3,-22.6,231.86
1475557200,-512.0,-27.7,-24.6,231.83
1475560800,-510.8,-44.7,-12.2,231.8
1475564400,-514.1,-45.5,-9.6,231.78
1475568000,-508.2,-41.9,-10.6,231.75
1475571600,-521.3,-35.8,-16.8,231.72
1475575200,-544.9,-29.8,-11.9,231.7
1475578800,-537.5,-35.3,-12.6,231.67
1475582400,-502.4,-23.0,-39.3,231.64
1475586000,-504.8,-9.1,-36.4,231.62
1475589600,-511.6,9.8,-31.1,231.59
1475593200,-538.6,13.9,0.2,231.57
1475596800,-540.1,16.8,-6.7,231.54
1475600400,-521.7,8.7,7.8,231.51
1475604000,-525.7,16.9,-17.1,231.49
1475607600,-511.1,11.0,-21.6,231.46
1475611200,-538.3,-0.8,6.0,231.43
1475614800,-526.8,23.4,-8.1,231.4
1475618400,-507.9,19.4,-23.7,231.38
1475622000,-518.1,7.9,-7.5,231.35
1475625600,-523.1,8.2,1.9,231.33
1475629200,-533.1,1.2,0.8,231.3
1475632800,-525.6,-11.4,-4.6,231.27
1475636400,-519.4,-12.4,-18.3,231.25
1475640000,-528.1,-15.3,-19.8,231.21
1475643600,-511.8,-22.2,-20.3,231.19
1475647200,-523.5,-22.2,-24.8,231.16
1475650800,-520.2,-28.1,-23.7,231.14
1475654400,-522.0,-31.4,-28.9,231.11
1475658000,-521.0,-26.1,-19.5,231.08
1475661600,-497.5,-24.3,-21.4,231.06
1475665200,-487.1,-10.2,-13.8,231.03
1475668800,-495.3,-27.4,-10.6,231.0
1475672400,-485.6,-24.6,-13.7,230.97
1475676000,-493.9,-21.3,-15.7,230.95
1475679600,-489.4,-6.7,-19.1,230.92
1475683200,-482.9,-2.1,-14.2,230.89
1475686800,-478.0,-8.3,-17.0,230.87
1475690400,-477.2,6.0,-15.8,230.83
1475694000,-482.3,7.3,-8.7,230.81
1475697600,-476.7,0.8,-8.5,230.78
1475701200,-478.7,-3.8,-11.0,230.76
1475704800,-467.3,11.9,-10.6,230.73
1475708400,-471.6,-3.6,-3.6,230.7
1475712000,-457.5,-5.4,-14.0,230.67
1475715600,-444.6,2.1,-22.0,230.65
1475719200,-434.3,-5.2,-28.2,230.62
1475722800,-438.0,-13.6,-32.8,230.59
1475726400,-450.3,-16.0,-18.3,230.57
1475730000,-440.4,-17.9,-24.9,230.54
1475733600,-425.9,-9.2,-19.8,230.51
1475737200,-429.3,0.6,-20.6,230.48
1475740800,-423.8,0.9,-19.5,230.46
1475744400,-421.3,-7.0,-25.6,230.43
1475748000,-423.9,-15.4,-27.1,230.4
1475751600,-422.4,-11.3,-25.5,230.37
1475755200,-426.1,-22.3,-24.3,230.34
1475758800,-441.6,-13.8,-14.6,230.32
1475762400,-444.4,-9.6,-8.0,230.29
1475766000,-453.5,-16.6,-8.8,230.26
1475769600,-447.5,-13.8,-10.8,230.23
1475773200,-435.6,-9.5,-18.9,230.21
1475776800,-426.4,-31.0,-12.4,230.18
1475780400,-416.2,-25.3,-25.7,230.15
1475784000,-405.3,-29.0,-21.1,230.12
1475787600,-415.7,-4.9,-13.9,230.1
1475791200,-433.5,-3.3,-12.6,230.07
1475794800,-441.7,-5.1,-17.4,230.04
1475798400,-438.1,-3.6,-14.8,230.01
1475802000,-432.2,1.0,-19.8,229.98
1475805600,-455.0,-2.0,-36.2,229.96
1475809200,-455.0,-3.8,-32.9,229.93
1475812800,-449.2,-2.4,-33.0,229.9
1475816400,-441.2,7.8,-34.7,229.87
1475820000,-437.1,3.4,-31.2,229.85
1475823600,-440.7,8.5,-32.6,229.82
1475827200,-436.9,5.5,-29.0,229.79
1475830800,-432.9,-5.2,-18.7,229.76
1475834400,-436.1,-12.1,-18.1,229.73
1475838000,-428.1,-13.2,-2.5,229.71
1475841600,-400.1,2.8,9.1,229.68
1475845200,-385.5,5.2,17.2,229.65
1475848800,-392.3,13.5,6.2,229.62
1475852400,-417.4,1.8,2.2,229.59
1475856000,-418.35,3.9000000000000004,3.9,229.565
1475859600,-419.3,6.0,5.6,229.54
1475863200,-428.8,15.9,10.9,229.51
1475866800,-420.2,22.0,16.4,229.48
1475870400,-417.5,18.3,22.3,229.45
1475874000,-405.7,17.4,24.5,229.43
1475877600,-411.7,8.7,32.1,229.4
1475881200,-425.4,12.4,31.1,229.37
1475884800,-428.0,17.4,24.9,229.34
1475888400,-432.2,11.3,15.6,229.32
1475892000,-438.5,10.0,10.0,229.29
1475895600,-445.0,15.5,6.2,229.26
1475899200,-446.1,10.3,15.3,229.23
1475902800,-433.3,5.6,20.7,229.2
1475906400,-420.9,6.7,20.5,229.18
1475910000,-420.6,4.0,13.1,229.15
1475913600,-421.9,7.3,24.1,229.12
1475917200,-415.3,9.3,16.6,229.08
1475920800,-416.8,10.4,17.1,229.06
1475924400,-411.4,7.3,9.3,229.04
1475928000,-406.0,9.7,1.3,229.01
1475931600,-407.8,7.4,-2.9,228.98
1475935200,-407.7,5.6,1.7,228.95
1475938800,-399.4,8.3,15.1,228.92
1475942400,-397.4,3.9,9.0,228.9
1475946000,-389.6,20.3,17.3,228.87
1475949600,-389.2,6.3,9.5,228.83
1475953200,-391.6,6.7,6.0,228.81
1475956800,-378.2,-2.8,13.1,228.78
1475960400,-374.8,-4.4,13.4,228.76
1475964000,-363.6,-1.7,46.0,228.73
1475967600,-372.2,-2.7,47.4,228.7
1475971200,-357.6,-25.2,37.1,228.67
1475974800,-347.8,-33.0,30.6,228.65
1475978400,-358.3,-24.0,35.1,228.62
1475982000,-368.1,-9.6,32.4,228.58
1475985600,-366.2,-10.6,29.8,228.56
1475989200,-363.4,-10.1,26.1,228.53
1475992800,-358.7,-13.6,21.2,228.51
1475996400,-358.2,-7.6,24.0,228.48
1476000000,-359.2,-4.5,33.4,228.45
1476003600,-368.1,1.4,33.5,228.42
1476007200,-357.6,-15.9,27.2,228.4
1476010800,-355.3,-14.4,21.1,228.37
1476014400,-353.4,-23.3,27.7,228.33
1476018000,-349.3,-16.6,23.5,228.31
1476021600,-348.1,-16.9,22.1,228.28
1476025200,-340.8,-17.6,27.8,228.26
1476028800,-343.3,-6.9,21.4,228.23
1476032400,-354.3,-19.3,27.4,228.2
1476036000,-355.8,22.1,2.7,228.17
1476039600,-353.8,16.3,10.1,228.15
1476043200,-347.9,-8.7,21.6,228.12
1476046800,-360.3,-7.3,13.6,228.08
1476050400,-364.6,-12.2,18.4,228.06
1476054000,-346.1,-14.5,31.3,228.04
1476057600,-346.4,-14.3,26.4,228.01
1476061200,-350.8,-14.4,20.0,227.98
1476064800,-356.3,-10.4,35.4,227.95
1476068400,-350.0,-11.1,16.7,227.93
1476072000,-353.0,-11.8,17.1,227.9
1476075600,-348.6,-10.3,22.0,227.87
1476079200,-344.3,-2.9,25.2,227.84
1476082800,-333.8,-8.2,29.1,227.82
1476086400,-330.0,-11.1,21.6,227.79
1476090000,-333.3,-12.1,34.3,227.76
1476093600,-339.0,-10.7,28.1,227.73
1476097200,-341.3,-10.4,28.0,227.71
1476100800,-340.4,-12.0,32.9,227.68
1476104400,-348.5,-3.8,24.5,227.65
1476108000,-353.2,2.8,14.6,227.63
1476111600,-360.7,22.6,20.2,227.6
1476115200,-356.5,2.5,18.7,227.57
1476118800,-356.1,0.5,21.6,227.54
1476122400,-374.2,14.9,7.5,227.52
1476126000,-384.0,40.3,10.8,227.49
1476129600,-379.9,28.7,12.0,227.46
1476133200,-381.1,25.0,14.6,227.44
1476136800,-369.4,10.0,27.8,227.4
1476140400,-369.9,12.2,26.5,227.38
1476144000,-384.2,17.5,20.2,227.36
1476147600,-379.7,25.8,27.6,227.33
1476151200,-379.3,21.6,28.0,227.3
1476154800,-385.5,25.4,26.6,227.28
1476158400,-387.6,28.2,29.9,227.26
1476162000,-385.8727272727273,29.445454545454545,30.845454545454544,227.23181818181817
1476165600,-384.1454545454546,30.69090909090909,31.79090909090909,227.20363636363635
1476169200,-382.41818181818184,31.936363636363637,32.736363636363635,227.17545454545453
1476172800,-380.6909090909091,33.18181818181818,33.68181818181818,227.1472727272727
1476176400,-378.9636363636364,34.42727272727272,34.627272727272725,227.1190909090909
1476180000,-377.23636363636365,35.67272727272727,35.57272727272727,227.0909090909091
1476183600,-375.50909090909096,36.918181818181814,36.518181818181816,227.06272727272727
1476187200,-373.7818181818182,38.163636363636364,37.46363636363636,227.03454545454545
1476190800,-372.05454545454546,39.40909090909091,38.40909090909091,227.00636363636363
1476194400,-370.32727272727277,40.654545454545456,39.35454545454545,226.9781818181818
1476198000,-368.6,41.9,40.3,226.95
1476201600,-366.6,37.7,27.8,226.93
1476205200,-363.0,33.4,23.6,226.9
1476208800,-365.3,27.7,18.9,226.88
1476212400,-370.3,43.8,27.1,226.85
1476216000,-366.3,45.1,24.8,226.83
1476219600,-370.0,23.6,14.7,226.8
1476223200,-382.3,20.3,-0.3,226.78
1476226800,-377.8,33.0,17.9,226.75
1476230400,-372.9,28.2,6.0,226.72
1476234000,-368.5,36.6,22.0,226.7
1476237600,-370.4,37.4,23.9,226.67
1476241200,-361.3,31.5,18.4,226.65
1476244800,-362.5,22.0,12.1,226.62
1476248400,-370.1,18.0,17.9,226.59
1476252000,-371.1,11.8,9.8,226.57
1476255600,-358.4,11.1,14.0,226.54
1476259200,-373.1,8.9,19.9,226.52
1476262800,-370.5,11.5,6.5,226.49
1476266400,-366.3,9.8,19.8,226.46
1476270000,-355.2,6.9,17.9,226.44
1476273600,-354.1,8.2,17.2,226.42
1476277200,-354.0,8.5,15.5,226.39
1476280800,-350.4,10.5,7.4,226.37
1476284400,-356.9,8.4,15.5,226.34
1476288000,-349.3,6.7,18.7,226.32
1476291600,-346.9,7.0,16.7,226.29
1476295200,-344.8,5.0,13.4,226.27
1476298800,-339.5,0.3,11.3,226.24
1476302400,-339.1,1.1,5.3,226.21
1476306000,-375.9,6.0,33.0,226.19
1476309600,-414.8,-5.0,34.2,226.17
1476313200,-423.7,-19.7,18.0,226.14
1476316800,-418.7,-33.1,16.8,226.12
1476320400,-432.9,-3.7,-7.0,226.09
1476324000,-427.8,-5.8,-13.1,226.07
1476327600,-422.1,-10.6,-14.1,226.04
1476331200,-429.8,-14.2,-26.4,226.02
1476334800,-425.4,-12.8,-18.0,226.0
1476338400,-416.6,4.9,0.0,225.97
1476342000,-421.9,19.0,-32.7,225.95
1476345600,-431.3,20.7,-27.9,225.92
1476349200,-431.3,20.5,-26.8,225.9
1476352800,-411.0,18.9,-31.9,225.88
1476356400,-404.6,16.7,-61.8,225.85
1476360000,-415.7,12.6,-33.3,225.83
1476363600,-404.9,6.0,-54.5,225.8
1476367200,-391.3,21.4,-65.4,225.78
1476370800,-393.3,30.6,-48.6,225.76
1476374400,-387.0,13.6,-61.5,225.73
1476378000,-387.4,8.2,-119.5,225.72
1476381600,-385.8333333333333,11.916666666666666,-101.56666666666666,225.695
1476385200,-384.26666666666665,15.633333333333333,-83.63333333333333,225.67
1476388800,-382.7,19.35,-65.7,225.64499999999998
1476392400,-381.1333333333333,23.066666666666666,-47.766666666666666,225.62
1476396000,-379.56666666666666,26.783333333333335,-29.83333333333333,225.595
1476399600,-378.0,30.5,-11.9,225.57
1476403200,-378.0,21.9,-14.6,225.55
1476406800,-385.5,20.2,-25.5,225.52
1476410400,-362.9,-9.4,29.3,225.5
1476414000,-363.1,-2.9,22.3,225.47
1476417600,-370.8,13.0,-6.4,225.45
1476421200,-364.0,8.2,1.0,225.43
1476424800,-354.0,10.3,2.8,225.41
1476428400,-356.5,8.7,-3.2,225.39
1476432000,-357.1,2.7,1.3,225.36
1476435600,-360.1,2.2,11.2,225.34
1476439200,-357.6,-0.2,17.8,225.32
1476442800,-353.8,1.9,25.3,225.3
1476446400,-355.5,-3.0,32.3,225.28
1476450000,-354.7,-1.7,28.3,225.25
1476453600,-358.5,-6.6,7.3,225.23
1476457200,-362.3,7.3,9.3,225.21
1476460800,-407.0,18.9,-22.5,225.19
1476464400,-388.6,13.8,-6.8,225.17
1476468000,-375.0,11.3,8.2,225.14
1476471600,-384.8,-8.3,-7.9,225.12
1476475200,-372.1,3.5,16.6,225.1
1476478800,-356.1,13.6,35.6,225.08
1476482400,-362.4,-13.2,24.1,225.06
1476486000,-390.5,-6.6,-1.7,225.04
1476489600,-445.4,21.8,-26.4,224.96
1476493200,-443.2,24.4,-5.1,224.87
1476496800,-458.8,21.3,-19.7,224.85
1476500400,-485.6,1.1,-17.8,224.82
1476504000,-464.0,18.8,-21.4,224.8
1476507600,-476.7,-7.3,0.1,224.78
1476511200,-471.9,-15.1,-7.6,224.76
1476514800,-487.8,-19.9,-16.3,224.74
1476518400,-500.4,28.2,7.5,224.72
1476522000,-482.3,16.3,8.8,224.7
1476525600,-461.0,32.0,-17.5,224.68
1476529200,-460.5,32.7,8.0,224.66
1476532800,-491.0,-21.7,-14.4,224.64
1476536400,-490.9,-11.5,0.3,224.61
1476540000,-490.5,1.8,9.0,224.59
1476543600,-513.9,-10.5,-39.0,224.57
1476547200,-488.2,-0.4,-6.5,224.55
1476550800,-498.2,8.9,14.6,224.53
1476554400,-476.7,2.8,-10.0,224.51
1476558000,-517.3,-14.6,-16.2,224.49
1476561600,-517.8,-12.3,-4.8,224.47
1476565200,-549.5,-17.4,-29.3,224.45
1476568800,-533.3,-20.9,-14.3,224.43
1476572400,-507.7,-5.4,1.3,224.41
1476576000,-518.9,-15.1,-8.8,224.39
1476579600,-509.3,-25.2,3.0,224.38
1476583200,-508.3,-29.7,6.9,224.36
1476586800,-499.4,-16.1,4.4,224.34
1476590400,-505.7,-38.1,5.9,224.32
1476594000,-533.0,-54.0,-17.2,224.3
1476597600,-563.5,-29.7,-4.0,224.28
1476601200,-615.6,-8.1,8.2,224.26
1476604800,-648.4,11.3,22.7,224.24
1476608400,-633.1,8.2,15.8,224.22
1476612000,-624.3,-13.0,29.3,224.2
1476615600,-645.6,-15.8,22.4,224.18
1476619200,-684.5,-1.2,7.6,224.16
1476622800,-658.6,9.9,28.1,224.15
1476626400,-668.6,-7.1,47.8,224.13
1476630000,-684.8,-21.9,54.1,224.11
1476633600,-654.5,-5.9,46.5,224.09
1476637200,-654.9,-2.1,7.1,224.07
1476640800,-666.5,6.5,19.3,224.06
1476644400,-688.2,-23.2,23.0,224.04
1476648000,-703.8,-23.6,16.6,224.02
1476651600,-716.1,-32.4,30.2,224.0
1476655200,-695.1,-12.2,43.2,223.99
1476658800,-709.1,-29.5,17.1,223.97
1476662400,-699.3,-1.4,9.3,223.95
1476666000,-697.9,-18.4,18.3,223.93
1476669600,-686.7,-0.8,24.3,223.91
1476673200,-702.3,-12.3,18.6,223.9
1476676800,-705.1,23.2,19.2,223.88
1476680400,-698.2,-15.5,31.2,223.86
1476684000,-692.9,-26.6,26.5,223.85
1476687600,-693.3,-2.3,24.0,223.83
1476691200,-702.4,-36.7,45.9,223.81
1476694800,-717.1,2.7,12.6,223.8
1476698400,-708.3,-13.9,43.7,223.78
1476702000,-706.6,-34.7,46.9,223.76
1476705600,-707.7,-48.3,71.1,223.75
1476709200,-701.8,-48.4,43.4,223.73
1476712800,-717.6,-69.5,53.6,223.71
1476716400,-696.9,-34.1,49.5,223.7
1476720000,-708.5,-41.8,61.7,223.68
1476723600,-696.7,-24.0,52.6,223.66
1476727200,-718.9,-38.1,51.9,223.64
1476730800,-729.2,12.8,33.5,223.63
1476734400,-700.7,-7.6,50.7,223.62
1476738000,-706.6,-35.3,73.6,223.6
1476741600,-702.8,-53.5,60.2,223.59
1476745200,-695.6,-21.2,54.0,223.57
1476748800,-676.7,-20.7,73.5,223.55
1476752400,-666.5,-19.2,71.9,223.54
1476756000,-671.9,-26.3,58.3,223.52
1476759600,-667.2,-57.3,75.7,223.51
1476763200,-658.3,-28.1,79.9,223.49
1476766800,-651.7,-55.4,74.0,223.47
1476770400,-642.7,-48.9,60.3,223.46
1476774000,-631.4,-57.0,52.5,223.45
1476777600,-617.3,-60.5,39.3,223.43
1476781200,-624.8,-78.2,51.4,223.41
1476784800,-635.2,-87.0,71.5,223.4
1476788400,-630.6,-92.9,69.4,223.38
1476792000,-614.2,-62.3,51.4,223.37
1476795600,-637.2,-73.7,68.7,223.36
1476799200,-620.4,-72.3,46.7,223.34
1476802800,-591.0,-57.8,30.7,223.32
1476806400,-594.0,-28.7,36.2,223.31
1476810000,-588.6,-37.6,37.5,223.3
1476813600,-588.8,-39.0,39.9,223.29
1476817200,-606.7,-22.4,29.7,223.27
1476820800,-595.9,-38.9,32.2,223.26
1476824400,-585.1,-42.5,16.4,223.24
1476828000,-570.1,-27.5,4.8,223.22
1476831600,-565.7,-24.4,11.5,223.22
1476835200,-559.2,-25.9,16.1,223.2
1476838800,-570.2,-28.5,5.5,223.19
1476842400,-574.5,-36.7,17.7,223.18
1476846000,-546.1,-35.2,-0.2,223.16
1476849600,-539.8,-35.9,2.0,223.14
1476853200,-527.4,-16.9,-5.5,223.13
1476856800,-527.4,-19.5,-4.0,223.12
1476860400,-524.2,-27.2,-3.2,223.11
1476864000,-520.8,-43.6,-6.7,223.1
1476867600,-540.7,-72.2,13.7,223.08
1476871200,-514.4,-38.8,-10.6,223.06
1476874800,-498.3,-31.7,-1.4,223.06
1476878400,-496.7,-37.4,-2.7,223.04
1476882000,-468.0,-16.3,-24.8,223.03
1476885600,-447.3,-13.6,-29.1,223.02
