Time,"Vx Velocity,km/s","Vy Velocity, km/s","Vz Velocity, km/s","Wind, Xgse,Re"
1464739200,,,,
1464742800,,,,
1464746400,,,,
1464750000,,,,
1464753600,,,,
1464757200,,,,
1464760800,,,,
1464764400,,,,
1464768000,,,,
1464771600,,,,
1464775200,,,,
1464778800,,,,
1464782400,,,,
1464786000,,,,
1464789600,,,,
1464793200,,,,
1464796800,,,,
1464800400,,,,
1464804000,,,,
1464807600,,,,
1464811200,,,,
1464814800,,,,
1464818400,,,,
1464822000,,,,
1464825600,,,,
1464829200,,,,
1464832800,,,,
1464836400,,,,
1464840000,,,,
1464843600,,,,
1464847200,,,,
1464850800,,,,
1464854400,,,,
1464858000,,,,
1464861600,,,,
1464865200,,,,
1464868800,,,,
1464872400,,,,
1464876000,,,,
1464879600,,,,
1464883200,,,,
1464886800,,,,
1464890400,,,,
1464894000,,,,
1464897600,,,,
1464901200,,,,
1464904800,,,,
1464908400,,,,
1464912000,,,,
1464915600,,,,
1464919200,,,,
1464922800,,,,
1464926400,,,,
1464930000,,,,
1464933600,,,,
1464937200,,,,
1464940800,,,,
1464944400,,,,
1464948000,,,,
1464951600,,,,
1464955200,,,,
1464958800,,,,
1464962400,,,,
1464966000,,,,
1464969600,,,,
1464973200,,,,
1464976800,,,,
1464980400,,,,
1464984000,,,,
1464987600,,,,
1464991200,,,,
1464994800,,,,
1464998400,-305.3,-16.0,3.9,225.69
1465002000,-307.4,-17.7,1.3,225.69
1465005600,-303.2,-17.0,3.3,225.7
1465009200,-301.7,-17.9,3.3,225.71
1465012800,-303.6,-20.7,0.8,225.72
1465016400,-300.9,-15.9,0.6,225.74
1465020000,-301.2,-18.2,6.1,225.75
1465023600,-303.5,-16.2,9.0,225.76
1465027200,-303.5,-16.7,10.3,225.78
1465030800,-302.4,-13.0,7.0,225.78
1465034400,-300.0,-14.0,5.7,225.79
1465038000,-290.4,-9.1,9.3,225.8
1465041600,-287.8,-15.8,4.0,225.81
1465045200,-284.0,-13.3,1.7,225.83
1465048800,-287.0,-21.1,0.0,225.84
1465052400,-289.2,-15.9,-5.7,225.86
1465056000,-287.4,-16.7,-8.7,225.87
1465059600,-292.8,-20.6,-6.3,225.87
1465063200,-295.0,-27.1,1.5,225.88
1465066800,-295.8,-25.8,6.1,225.89
1465070400,-298.8,-27.4,2.3,225.9
1465074000,-295.1,-31.1,-2.7,225.91
1465077600,-316.9,-41.7,-3.2,225.93
1465081200,-317.4,-42.1,-1.7,225.94
1465084800,-312.6,-42.1,-0.1,225.94
1465088400,-305.6,-45.1,-9.9,225.95
1465092000,-311.5,-35.3,-4.4,225.97
1465095600,-316.7,-46.6,1.4,225.98
1465099200,-317.5,-48.7,6.5,225.99
1465102800,-322.0,-47.1,11.3,226.0
1465106400,-326.2,-46.7,25.2,226.01
1465110000,-331.9,-53.9,17.9,226.03
1465113600,-336.1,-47.0,15.8,226.03
1465117200,-359.4,-36.0,1.7,226.04
1465120800,-381.3,-39.0,-2.4,226.05
1465124400,-379.8,-43.4,2.7,226.06
1465128000,-400.1,-33.8,5.7,226.07
1465131600,-408.2,-36.1,5.2,226.09
1465135200,-471.6,-2.0,-9.5,226.09
1465138800,-490.5,27.3,-0.6,226.11
1465142400,-527.0,31.9,-25.8,226.12
1465146000,-541.6,32.0,-36.1,226.12
1465149600,-557.6,51.7,-29.3,226.13
1465153200,-567.5,59.1,-18.7,226.14
1465156800,-573.7,47.6,-13.9,226.15
1465160400,-580.9,39.0,-9.6,226.16
1465164000,-580.6,40.5,-8.4,226.16
1465167600,-573.4,28.1,-23.5,226.18
1465171200,-568.2,19.7,-28.5,226.19
1465174800,-568.1,18.0,-35.0,226.19
1465178400,-612.8,18.2,-39.9,226.2
1465182000,-621.5,21.6,-33.8,226.21
1465185600,-613.5,19.7,-36.3,226.22
1465189200,-612.2,15.7,-28.5,226.23
1465192800,-596.5,30.4,-36.7,226.24
1465196400,-574.2,42.0,-14.6,226.25
1465200000,-568.3,45.0,-23.2,226.26
1465203600,-565.2,37.5,-24.8,226.28
1465207200,-565.4,37.0,10.0,226.28
1465210800,-573.3,31.7,-10.5,226.29
1465214400,-566.8,46.4,-13.2,226.29
1465218000,-556.2,38.0,-0.9,226.3
1465221600,-533.9,13.3,-3.8,226.31
1465225200,-510.4,10.7,-4.2,226.32
1465228800,-524.4,1.1,-13.5,226.34
1465232400,-494.8,-32.0,-7.9,226.34
1465236000,-476.1,-27.6,12.0,226.36
1465239600,-492.6,-22.9,-4.8,226.36
1465243200,-514.1,8.8,-17.9,226.37
1465246800,-507.3,3.5,-12.6,226.37
1465250400,-495.9,-0.5,-6.3,226.38
1465254000,-493.9,4.5,-19.1,226.39
1465257600,-490.68571428571425,2.407142857142857,-15.214285714285715,226.39785714285713
1465261200,-487.47142857142853,0.31428571428571406,-11.32857142857143,226.40571428571428
1465264800,-484.2571428571428,-1.7785714285714285,-7.442857142857145,226.41357142857143
1465268400,-481.04285714285714,-3.871428571428572,-3.5571428571428587,226.42142857142855
1465272000,-477.8285714285714,-5.964285714285715,0.3285714285714256,226.4292857142857
1465275600,-474.6142857142857,-8.057142857142857,4.214285714285712,226.43714285714285
1465279200,-471.4,-10.15,8.099999999999998,226.445
1465282800,-468.18571428571425,-12.242857142857144,11.985714285714284,226.45285714285714
1465286400,-464.97142857142853,-14.335714285714285,15.871428571428567,226.4607142857143
1465290000,-461.7571428571428,-16.42857142857143,19.757142857142853,226.46857142857144
1465293600,-458.5428571428571,-18.521428571428572,23.64285714285714,226.47642857142856
1465297200,-455.3285714285714,-20.614285714285714,27.528571428571425,226.4842857142857
1465300800,-452.1142857142857,-22.70714285714286,31.41428571428571,226.49214285714285
1465304400,-448.9,-24.8,35.3,226.5
1465308000,-453.35,-30.1,29.9,226.515
1465311600,-457.8,-35.4,24.5,226.53
1465315200,-467.1,-38.5,7.4,226.53
1465318800,-470.8,-13.6,20.6,226.54
1465322400,-460.9,-32.9,29.2,226.54
1465326000,-492.7,-24.6,-3.8,226.55
1465329600,-482.0,-36.9,2.0,226.56
1465333200,-464.0,-43.5,11.6,226.57
1465336800,-469.6,-48.9,18.4,226.57
1465340400,-443.1,-54.4,24.7,226.59
1465344000,-431.8,-49.2,33.1,226.59
1465347600,-466.5,-54.7,25.3,226.61
1465351200,-446.7,-55.2,15.6,226.61
1465354800,-422.5,-43.7,22.2,226.62
1465358400,-431.2,-64.9,31.7,226.62
1465362000,-431.6,-40.7,33.1,226.63
1465365600,-442.2,-42.6,37.0,226.64
1465369200,-435.0,-49.0,29.9,226.64
1465372800,-449.6,-59.3,25.2,226.65
1465376400,-458.2,-49.7,15.0,226.66
1465380000,-449.2,-52.7,28.2,226.66
1465383600,-453.1,-45.8,26.3,226.68
1465387200,-450.5,-54.2,28.7,226.69
1465390800,-435.5,-58.5,38.4,226.69
1465394400,-412.6,-46.6,28.0,226.69
1465398000,-403.8,-30.9,21.4,226.7
1465401600,-410.8,-36.9,38.2,226.71
1465405200,-407.8,-37.6,34.2,226.72
1465408800,-393.7,-34.2,18.9,226.72
1465412400,-400.9,-39.2,21.5,226.73
1465416000,-408.0,-40.0,21.9,226.74
1465419600,-415.7,-44.4,20.6,226.74
1465423200,-402.5,-36.9,-0.2,226.75
1465426800,-397.5,-46.6,3.0,226.76
1465430400,-393.1,-41.4,-8.3,226.77
1465434000,-388.83333333333337,-45.233333333333334,-4.266666666666667,226.77666666666667
1465437600,-384.56666666666666,-49.06666666666666,-0.2333333333333325,226.78333333333333
1465441200,-380.3,-52.9,3.8,226.79
1465444800,-390.0,-45.2,-0.5,226.8
1465448400,-379.2,-42.7,-3.0,226.8
1465452000,-377.1894736842105,-41.28947368421053,-2.0789473684210527,226.80736842105264
1465455600,-375.17894736842106,-39.87894736842105,-1.1578947368421053,226.81473684210528
1465459200,-373.1684210526316,-38.468421052631584,-0.23684210526315796,226.8221052631579
1465462800,-371.1578947368421,-37.05789473684211,0.6842105263157894,226.82947368421054
1465466400,-369.14736842105265,-35.64736842105263,1.6052631578947363,226.83684210526317
1465470000,-367.13684210526316,-34.23684210526316,2.526315789473684,226.8442105263158
1465473600,-365.12631578947367,-32.82631578947368,3.447368421052632,226.85157894736844
1465477200,-363.11578947368423,-31.415789473684214,4.368421052631579,226.85894736842107
1465480800,-361.10526315789474,-30.00526315789474,5.289473684210526,226.8663157894737
1465484400,-359.09473684210525,-28.594736842105263,6.210526315789473,226.8736842105263
1465488000,-357.08421052631576,-27.18421052631579,7.131578947368421,226.88105263157894
1465491600,-355.0736842105263,-25.773684210526316,8.052631578947368,226.88842105263157
1465495200,-353.06315789473683,-24.363157894736844,8.973684210526315,226.8957894736842
1465498800,-351.05263157894734,-22.95263157894737,9.894736842105264,226.90315789473684
1465502400,-349.0421052631579,-21.542105263157897,10.81578947368421,226.91052631578947
1465506000,-347.0315789473684,-20.13157894736842,11.736842105263158,226.9178947368421
1465509600,-345.0210526315789,-18.721052631578946,12.657894736842104,226.92526315789473
1465513200,-343.0105263157895,-17.310526315789474,13.578947368421051,226.93263157894737
1465516800,-341.0,-15.9,14.5,226.94
1465520400,-342.6,-28.7,14.3,226.94
1465524000,-346.1,-31.0,1.4,226.94
1465527600,-341.6,-34.0,9.0,226.95
1465531200,-337.0,-36.5,5.4,226.96
1465534800,-339.2,-38.3,4.3,226.96
1465538400,-337.2,-39.2,2.9,226.97
1465542000,-336.9,-40.2,3.6,226.98
1465545600,-339.4,-39.5,2.6,226.98
1465549200,-340.7,-33.6,-1.4,226.99
1465552800,-341.3,-32.5,-4.6,227.0
1465556400,-342.5,-37.6,-9.8,227.0
1465560000,-342.6,-50.0,-16.6,227.01
1465563600,-344.8,-51.2,-14.0,227.02
1465567200,-340.6,-47.6,-20.5,227.03
1465570800,-345.3,-43.9,-19.8,227.03
1465574400,-341.0,-52.0,-13.7,227.04
1465578000,-346.6,-50.3,-18.2,227.04
1465581600,-354.5,-51.1,-11.7,227.05
1465585200,-348.2,-55.0,-19.7,227.06
1465588800,-374.5,-38.8,-11.5,227.06
1465592400,-400.9,-25.8,4.4,227.07
1465596000,-399.5,-25.1,0.9,227.08
1465599600,-411.6,-2.6,-4.3,227.09
1465603200,-411.5,-7.2,-21.8,227.09
1465606800,-415.2,-9.6,-16.9,227.1
1465610400,-415.3,-35.3,-5.1,227.11
1465614000,-418.1,-42.4,-1.4,227.12
1465617600,-426.3,-44.3,0.7,227.12
1465621200,-428.3,-46.2,1.1,227.12
1465624800,-452.5,-48.8,13.8,227.13
1465628400,-499.8,-19.4,31.2,227.14
1465632000,-512.5,-7.7,25.3,227.14
1465635600,-507.3,-17.6,30.3,227.15
1465639200,-487.7,-28.0,40.3,227.16
1465642800,-453.3,-49.6,41.9,227.16
1465646400,-448.2,-53.1,31.8,227.18
1465650000,-462.8,-55.6,55.8,227.18
1465653600,-475.4,-55.2,25.4,227.19
1465657200,-523.3,-27.5,53.1,227.19
1465660800,-540.2,14.5,50.3,227.2
1465664400,-510.9,-28.3,46.6,227.2
1465668000,-489.7,-43.7,49.4,227.21
1465671600,-489.6,-33.7,56.3,227.22
1465675200,-489.1,-35.8,65.1,227.22
1465678800,-503.0,-24.8,45.1,227.23
1465682400,-456.4,-48.4,40.7,227.24
1465686000,-462.1,-32.4,50.0,227.24
1465689600,-462.0,-9.1,47.5,227.25
1465693200,-460.5,-12.8,48.6,227.26
1465696800,-451.3,-45.0,49.6,227.26
1465700400,-461.3,-43.1,50.6,227.28
1465704000,-460.7,-40.8,45.9,227.28
1465707600,-459.7,-29.8,44.0,227.29
1465711200,-452.3,-36.7,34.0,227.29
1465714800,-445.0,-28.0,29.9,227.3
1465718400,-471.1,-52.7,15.8,227.31
1465722000,-441.4,-44.1,9.5,227.31
1465725600,-433.0,-16.9,-16.3,227.32
1465729200,-433.9,-47.2,-6.3,227.33
1465732800,-432.8,-46.0,23.1,227.34
1465736400,-445.2,-36.7,2.8,227.34
1465740000,-449.4,-34.2,-2.2,227.36
1465743600,-437.2,-34.0,9.7,227.36
1465747200,-431.5,-40.7,21.9,227.37
1465750800,-439.3,-30.5,10.9,227.37
1465754400,-457.1,-27.8,13.8,227.38
1465758000,-452.0,-24.0,20.7,227.38
1465761600,-461.7,-28.9,28.7,227.39
1465765200,-467.6,-25.0,24.2,227.4
1465768800,-479.8,-18.0,19.5,227.41
1465772400,-501.7,19.7,-24.7,227.4
1465776000,-510.1,18.0,14.0,227.39
1465779600,-521.2,25.400000000000002,-2.1999999999999993,227.39999999999998
1465783200,-532.3,32.800000000000004,-18.4,227.41
1465786800,-543.4,40.2,-34.6,227.42
1465790400,-547.6,16.3,-15.4,227.42
1465794000,-563.9,42.1,-37.3,227.43
1465797600,-546.7,37.5,-37.3,227.44
1465801200,-538.3,51.3,-8.6,227.44
1465804800,-527.0,50.1,25.0,227.45
1465808400,-523.8,7.9,5.8,227.45
1465812000,-519.3,9.9,-2.2,227.46
1465815600,-526.4,-1.9,6.8,227.47
1465819200,-515.3,-0.8,9.8,227.48
1465822800,-515.1,-11.2,22.1,227.49
1465826400,-510.1,-23.5,25.0,227.49
1465830000,-513.9,-18.5,12.2,227.5
1465833600,-505.6,-14.3,12.3,227.51
1465837200,-515.5,-19.2,24.1,227.52
1465840800,-512.6,-13.1,27.7,227.53
1465844400,-492.5,-32.0,33.5,227.53
1465848000,-489.4,-37.8,33.9,227.54
1465851600,-484.6,-45.2,29.7,227.55
1465855200,-486.5,-40.1,27.5,227.56
1465858800,-487.4,-38.7,32.3,227.56
1465862400,-503.5,-19.4,19.8,227.57
1465866000,-480.6666666666667,-20.866666666666667,11.866666666666667,227.58333333333334
1465869600,-457.8333333333333,-22.333333333333332,3.9333333333333336,227.59666666666666
1465873200,-435.0,-23.8,-4.0,227.61
1465876800,-441.4,-29.0,-10.6,227.61
1465880400,-442.0,-39.9,-12.1,227.62
1465884000,-444.9,-49.8,-11.1,227.62
1465887600,-449.2,-60.0,-0.6,227.63
1465891200,-425.3,-72.9,-30.9,227.64
1465894800,-411.0,-75.4,-28.8,227.65
1465898400,-405.9,-75.0,-44.5,227.66
1465902000,-413.1,-76.3,-43.8,227.66
1465905600,-434.5,-45.2,-24.3,227.68
1465909200,-458.6,-33.4,-26.3,227.69
1465912800,-459.4,-23.2,-33.8,227.69
1465916400,-468.7,-25.7,-38.1,227.7
1465920000,-496.6,-24.2,-16.5,227.71
1465923600,-520.7,-20.8,-6.1,227.72
1465927200,-522.9,-23.8,8.4,227.72
1465930800,-514.0,-25.8,8.0,227.73
1465934400,-506.1,31.8,-0.0,227.74
1465938000,-511.1,17.8,12.9,227.75
1465941600,-534.7833333333333,25.05,15.75,227.76
1465945200,-558.4666666666667,32.3,18.6,227.77
1465948800,-582.1500000000001,39.55,21.450000000000003,227.78
1465952400,-605.8333333333334,46.8,24.3,227.79
1465956000,-629.5166666666667,54.05,27.15,227.8
1465959600,-653.2,61.3,30.0,227.81
1465963200,-647.1,49.6,22.4,227.81
1465966800,-648.6,6.9,22.4,227.82
1465970400,-652.1,10.8,28.3,227.84
1465974000,-637.9,17.3,35.0,227.84
1465977600,-629.2,5.0,79.1,227.86
1465981200,-637.2,28.4,38.9,227.87
1465984800,-612.1,6.7,40.2,227.87
1465988400,-602.9,6.3,63.5,227.88
1465992000,-614.1,-4.2,37.9,227.89
1465995600,-580.1,15.3,61.9,227.9
1465999200,-586.3,1.5,51.6,227.91
1466002800,-568.7,22.4,39.4,227.93
1466006400,-552.1,18.1,24.1,227.94
1466010000,-535.8,18.8,15.2,227.94
1466013600,-530.2,24.4,19.7,227.94
1466017200,-528.8,5.2,25.5,227.95
1466020800,-526.7,-3.0,22.3,227.96
1466024400,-522.4,-1.8,16.3,227.97
1466028000,-549.3,-2.8,3.1,227.98
1466031600,-588.0,4.8,-6.5,227.99
1466035200,-589.8,14.3,-13.3,228.0
1466038800,-580.2,8.9,-9.1,228.01
1466042400,-567.0,-7.8,3.7,228.03
1466046000,-570.0,0.5,-3.3,228.03
1466049600,-544.1,6.3,-0.3,228.04
1466053200,-534.5,1.8,-1.8,228.05
1466056800,-525.9,-4.1,5.7,228.07
1466060400,-523.7,25.8,9.7,228.09
1466064000,-523.2,8.0,10.4,228.09
1466067600,-522.2,8.3,21.3,228.11
1466071200,-522.7,-11.8,3.5,228.12
1466074800,-535.0,-4.0,7.1,228.12
1466078400,-513.3,-4.0,13.7,228.13
1466082000,-509.6,-4.1,31.6,228.14
1466085600,-503.0,-23.8,14.0,228.15
1466089200,-527.1,-17.0,2.4,228.16
1466092800,-521.1,-9.6,10.1,228.18
1466096400,-529.4,-20.0,7.4,228.19
1466100000,-526.7,-20.9,18.7,228.19
1466103600,-528.9,-26.8,11.1,228.2
1466107200,-527.6,-18.4,-1.8,228.21
1466110800,-518.9,-22.7,3.3,228.23
1466114400,-503.4,-32.4,13.5,228.24
1466118000,-515.2,-27.9,7.3,228.25
1466121600,-515.1,-5.0,-8.7,228.26
1466125200,-507.4,-18.1,22.2,228.28
1466128800,-509.2,-23.3,14.4,228.28
1466132400,-508.1,-23.9,23.8,228.29
1466136000,-499.6,-20.5,20.0,228.3
1466139600,-541.9,8.6,13.2,228.32
1466143200,-550.3,17.2,30.3,228.34
1466146800,-565.2,1.8,29.0,228.34
1466150400,-562.7,12.1,23.6,228.36
1466154000,-559.8,17.1,-1.0,228.37
1466157600,-590.7,23.3,-5.0,228.37
1466161200,-602.4,47.1,-31.2,228.39
1466164800,-606.5,31.6,-29.8,228.4
1466168400,-582.6,11.5,7.8,228.42
1466172000,-581.8,-4.6,3.0,228.43
1466175600,-596.8,6.1,-23.5,228.44
1466179200,-580.9,-11.1,20.0,228.45
1466182800,-609.0,10.4,-9.6,228.46
1466186400,-582.3,6.4,-10.5,228.47
1466190000,-582.8,-16.3,-4.2,228.48
1466193600,-582.1,-14.6,-14.5,228.5
1466197200,-567.4,-17.3,3.9,228.51
1466200800,-567.2,-10.1,1.9,228.53
1466204400,-551.2,3.0,-10.8,228.53
1466208000,-574.8,-13.7,-3.5,228.55
1466211600,-578.8,-9.7,-3.2,228.56
1466215200,-570.9,-2.9,27.3,228.57
1466218800,-552.8,-4.2,-1.4,228.58
1466222400,-571.2,-16.3,0.9,228.6
1466226000,-568.4,-9.1,8.9,228.62
1466229600,-560.3,-11.5,6.2,228.62
1466233200,-562.3,6.2,-3.2,228.64
1466236800,-577.0,21.9,2.7,228.65
1466240400,-572.3,27.2,-5.2,228.66
1466244000,-585.5,2.0,-3.2,228.68
1466247600,-586.9,8.8,-1.8,228.69
1466251200,-578.1,12.6,4.6,228.7
1466254800,-583.0,34.6,-6.0,228.71
1466258400,-596.1,37.0,-9.3,228.73
1466262000,-584.3,8.4,8.5,228.74
1466265600,-595.2,24.5,-14.2,228.76
1466269200,-615.3,26.8,-19.4,228.78
1466272800,-612.8,23.8,5.1,228.78
1466276400,-590.6,35.0,3.5,228.8
1466280000,-593.5,26.9,0.3,228.81
1466283600,-614.0,13.5,4.1,228.82
1466287200,-607.3,15.0,5.2,228.84
1466290800,-570.6,3.6,16.0,228.86
1466294400,-571.4,7.9,6.7,228.87
1466298000,-566.8,13.4,3.9,228.88
1466301600,-569.6,8.6,12.0,228.89
1466305200,-552.3,13.9,6.4,228.91
1466308800,-539.6,11.7,6.4,228.93
1466312400,-548.7,9.6,6.4,228.94
1466316000,-555.4,-5.7,16.2,228.95
1466319600,-556.5,-10.0,10.4,228.97
1466323200,-523.9,-17.9,11.5,228.98
1466326800,-538.1,-10.9,11.9,228.99
1466330400,-528.5,-20.1,19.3,229.01
1466334000,-525.6,-20.1,14.3,229.02
1466337600,-521.4,-22.9,16.3,229.04
1466341200,-522.8,-17.4,13.5,229.05
1466344800,-532.3,-23.3,9.5,229.07
1466348400,-535.4,-27.6,13.4,229.09
1466352000,-517.1,-27.1,4.0,229.1
1466355600,-522.7,-21.2,2.2,229.12
1466359200,-483.3,-26.5,-3.9,229.13
1466362800,-476.3,-28.0,5.0,229.14
1466366400,-475.7,-22.0,-1.0,229.16
1466370000,-480.7,-7.8,-14.2,229.18
1466373600,-471.9,-10.3,-9.0,229.19
1466377200,-471.4,-6.4,-10.3,229.21
1466380800,-454.6,-5.7,-7.2,229.23
1466384400,-455.3,0.9,-18.8,229.24
1466388000,-442.9,-17.2,-11.6,229.25
1466391600,-467.1,-31.5,-2.2,229.27
1466395200,-477.2,-18.7,-0.4,229.28
1466398800,-468.6,-16.8,-5.0,229.3
1466402400,-469.9,-21.9,1.5,229.32
1466406000,-472.9,-24.5,-4.0,229.34
1466409600,-471.0,-23.8,-10.8,229.35
1466413200,-474.1,-23.8,-12.4,229.37
1466416800,-463.4,-27.0,-3.9,229.38
1466420400,-452.0,-26.9,-6.3,229.4
1466424000,-456.3,-31.4,4.9,229.41
1466427600,-452.9,-20.5,-7.9,229.43
1466431200,-445.3,-27.7,-1.0,229.44
1466434800,-432.6,-16.3,-22.5,229.46
1466438400,-419.5,-28.2,-12.4,229.48
1466442000,-426.2,-28.9,-1.9,229.49
1466445600,-439.0,-32.4,-1.0,229.51
1466449200,-441.1,-33.7,11.3,229.53
1466452800,-428.1,-28.8,1.7,229.54
1466456400,-426.1,-24.1,-17.4,229.56
1466460000,-421.1,-18.8,-13.7,229.58
1466463600,-428.7,-28.4,-2.6,229.59
1466467200,-432.5,-35.1,3.7,229.61
1466470800,-425.1,-22.7,-3.7,229.63
1466474400,-411.9,-15.4,-7.3,229.64
1466478000,-412.2,-17.9,-0.9,229.66
1466481600,-416.1,-17.2,0.5,229.68
1466485200,-406.0,-17.7,-6.6,229.7
1466488800,-403.3,-20.8,-5.8,229.71
1466492400,-395.6,-17.7,-16.0,229.73
1466496000,-392.6,-23.0,-4.4,229.75
1466499600,-393.5,-26.2,-3.2,229.77
1466503200,-392.8,-27.3,-4.8,229.78
1466506800,-387.0,-16.7,-6.4,229.8
1466510400,-385.7,-16.1,-15.8,229.82
1466514000,-374.3,-20.7,-32.1,229.84
1466517600,-371.9,-28.8,-43.2,229.86
1466521200,-373.1,-23.3,-27.5,229.87
1466524800,-373.8,-25.1,-26.8,229.89
1466528400,-366.3,-22.7,-35.1,229.91
1466532000,-366.8,-17.6,-11.3,229.93
1466535600,-369.8,-27.3,-26.5,229.94
1466539200,-366.8,-30.2,-26.5,229.96
1466542800,-361.2,-28.1,-15.0,229.98
1466546400,-358.6,-21.8,-0.5,230.0
1466550000,-358.6,-21.0,-4.2,230.02
1466553600,-349.8,-12.0,-3.0,230.04
1466557200,-342.7,-14.7,-4.7,230.05
1466560800,-345.2,-17.1,-1.6,230.07
1466564400,-347.3,-21.2,6.4,230.09
1466568000,-341.9,-28.3,11.6,230.11
1466571600,-336.1,-35.2,18.5,230.13
1466575200,-333.7,-32.9,18.7,230.15
1466578800,-332.8,-33.8,16.6,230.17
1466582400,-341.3,-35.9,13.8,230.19
1466586000,-343.3,-37.1,14.6,230.2
1466589600,-343.9,-34.6,14.5,230.22
1466593200,-346.1,-33.4,14.7,230.24
1466596800,-344.4,-27.7,14.9,230.26
1466600400,-339.4,-24.9,21.2,230.28
1466604000,-346.8,-28.3,20.9,230.3
1466607600,-356.5,-39.1,20.8,230.32
1466611200,-356.2,-30.1,19.2,230.34
1466614800,-363.3,-23.0,24.6,230.36
1466618400,-354.6,-19.0,31.1,230.38
1466622000,-365.9,-24.7,26.6,230.4
1466625600,-373.6,-27.2,18.9,230.42
1466629200,-371.9,-30.5,3.9,230.44
1466632800,-389.8,-15.5,-9.5,230.46
1466636400,-403.4,-9.0,-7.9,230.48
1466640000,-410.8,0.6,-10.7,230.5
1466643600,-424.7,3.2,-18.9,230.52
1466647200,-418.8,22.2,-12.2,230.54
1466650800,-376.9,-37.6,-10.3,230.56
1466654400,-361.2,-54.6,3.0,230.58
1466658000,-361.0,-58.0,-0.1,230.6
1466661600,-363.3,-63.2,-6.2,230.62
1466665200,-359.0,-50.9,-10.3,230.64
1466668800,-359.1,-58.0,-8.0,230.66
1466672400,-349.7,-56.2,-13.8,230.68
1466676000,-336.2,-37.8,-19.6,230.7
1466679600,-336.3,-37.2,-38.3,230.72
1466683200,-371.4,-26.0,-40.4,230.74
1466686800,-385.2,-25.1,-28.4,230.76
1466690400,-384.3,-24.2,-37.9,230.78
1466694000,-405.4,-17.7,-47.9,230.8
1466697600,-457.1,8.8,-20.7,230.82
1466701200,-450.6,8.5,-20.1,230.84
1466704800,-440.2,10.2,-26.3,230.86
1466708400,-438.6,5.4,-24.4,230.89
1466712000,-430.0,-4.9,-28.9,230.91
1466715600,-457.4,-17.6,-15.4,230.93
1466719200,-485.4,1.1,-7.1,230.95
1466722800,-499.4,13.9,-0.2,230.97
1466726400,-501.0,-2.1,0.2,230.99
1466730000,-515.3,-11.9,-10.3,231.01
1466733600,-507.8,4.3,-12.6,231.03
1466737200,-492.6,13.2,-3.0,231.05
1466740800,-487.6,18.0,-11.7,231.08
1466744400,-496.7,2.6,-15.0,231.1
1466748000,-492.4,4.0,-5.8,231.12
1466751600,-493.2,41.0,-34.0,231.14
1466755200,-483.5,31.1,-33.2,231.16
1466758800,-482.6,17.6,-20.4,231.18
1466762400,-481.1,14.2,-24.7,231.21
1466766000,-472.6,21.0,-34.5,231.23
1466769600,-470.0,4.7,-8.5,231.25
1466773200,-500.0,-3.2,14.6,231.27
1466776800,-498.0,-51.9,30.3,231.29
1466780400,-503.7,-54.7,18.7,231.31
1466784000,-502.7,-46.9,34.2,231.34
1466787600,-520.3,-17.5,22.4,231.36
1466791200,-511.9,-18.8,5.7,231.38
1466794800,-509.3,-30.1,10.4,231.4
1466798400,-503.2,-8.3,3.4,231.43
1466802000,-498.3,-12.0,-5.0,231.45
1466805600,-495.5,-10.5,-0.1,231.47
1466809200,-517.9,-17.2,3.5,231.49
1466812800,-506.9,-8.9,-5.0,231.51
1466816400,-497.7,-3.8,-5.3,231.54
1466820000,-478.6,-1.2,-0.5,231.56
1466823600,-486.7,-11.6,13.9,231.58
1466827200,-483.6,-21.2,27.7,231.6
1466830800,-474.7,-12.4,6.6,231.63
1466834400,-476.6,-11.9,6.3,231.65
1466838000,-470.7,-8.3,3.7,231.67
1466841600,-470.6,-18.2,6.4,231.69
1466845200,-468.2,-21.6,5.5,231.72
1466848800,-461.6,-25.6,4.8,231.74
1466852400,-475.8,-36.4,-4.5,231.76
1466856000,-460.7,-47.1,-8.5,231.79
1466859600,-456.3,-38.0,-19.8,231.81
1466863200,-440.4,-41.1,-23.6,231.83
1466866800,-448.3,-41.4,-6.7,231.85
1466870400,-448.2,-33.6,-12.7,231.88
1466874000,-443.3,-37.9,-28.1,231.9
1466877600,-452.6,-29.4,-18.3,231.92
1466881200,-459.9,-24.8,-5.0,231.95
1466884800,-456.1,-27.7,-35.6,231.97
1466888400,-445.2,-18.2,-44.6,231.99
1466892000,-449.1,-29.3,-36.8,232.02
1466895600,-454.6,-34.9,-18.9,232.04
1466899200,-457.28000000000003,-37.72,-20.299999999999997,232.066
1466902800,-459.96000000000004,-40.54,-21.7,232.09199999999998
1466906400,-462.64,-43.36,-23.099999999999998,232.118
1466910000,-465.32,-46.18,-24.5,232.14399999999998
1466913600,-468.0,-49.0,-25.9,232.17
1466917200,-464.7,-41.1,-24.8,232.18
1466920800,-468.5,-43.5,-23.4,232.2
1466924400,-466.3,-49.1,-26.3,232.23
1466928000,-462.8,-45.9,-22.6,232.25
1466931600,-448.4,-29.9,-44.1,232.27
1466935200,-459.3,-22.7,-21.9,232.3
1466938800,-473.1,-38.3,-13.2,232.32
1466942400,-475.1,-41.5,-0.2,232.35
1466946000,-475.7,-26.4,0.8,232.37
1466949600,-487.8,-17.6,-8.5,232.39
1466953200,-495.6,-10.0,13.1,232.42
1466956800,-493.4,-16.4,7.5,232.44
1466960400,-493.6,-14.5,13.2,232.46
