# Time,x,y,z
2016-05-15 15:00:00,1.418488532304000109e+06,-4.575058651899999677e+04,1.620073426040000049e+05
2016-05-15 16:00:00,1.418450850919000106e+06,-4.536537194099999761e+04,1.619331946630000020e+05
2016-05-15 17:00:00,1.418413447649999987e+06,-4.498036342500000319e+04,1.618586759139999922e+05
2016-05-15 18:00:00,1.418376324726999970e+06,-4.459556066599999758e+04,1.617837862040000036e+05
2016-05-15 19:00:00,1.418339484364999924e+06,-4.421096334599999682e+04,1.617085253849999863e+05
2016-05-15 20:00:00,1.418302928770000115e+06,-4.382657112999999663e+04,1.616328933060000127e+05
2016-05-15 21:00:00,1.418266660132999998e+06,-4.344238367100000323e+04,1.615568898219999974e+05
2016-05-15 22:00:00,1.418230680634000106e+06,-4.305840060400000220e+04,1.614805147869999928e+05
2016-05-15 23:00:00,1.418194992437999928e+06,-4.267462155399999756e+04,1.614037680570000084e+05
2016-05-16 00:00:00,1.418159597696000012e+06,-4.229104612700000143e+04,1.613266494900000107e+05
2016-05-16 01:00:00,1.418124498552999925e+06,-4.190767391900000075e+04,1.612491589439999952e+05
2016-05-16 02:00:00,1.418089697139000054e+06,-4.152450450999999885e+04,1.611712962809999881e+05
2016-05-16 03:00:00,1.418055195568999974e+06,-4.114153746700000193e+04,1.610930613620000076e+05
2016-05-16 04:00:00,1.418020995947000105e+06,-4.075877234199999657e+04,1.610144540510000079e+05
2016-05-16 05:00:00,1.417987100366000086e+06,-4.037620867500000168e+04,1.609354742149999947e+05
2016-05-16 06:00:00,1.417953510904999916e+06,-3.999384598800000094e+04,1.608561217189999879e+05
2016-05-16 07:00:00,1.417920229628999950e+06,-3.961168379499999719e+04,1.607763964320000086e+05
2016-05-16 08:00:00,1.417887258593000006e+06,-3.922972159200000169e+04,1.606962982250000059e+05
2016-05-16 09:00:00,1.417854599839000031e+06,-3.884795886400000018e+04,1.606158269689999870e+05
2016-05-16 10:00:00,1.417822255396000110e+06,-3.846639508100000239e+04,1.605349825380000111e+05
2016-05-16 11:00:00,1.417790227279999992e+06,-3.808502969999999914e+04,1.604537648080000072e+05
2016-05-16 12:00:00,1.417829568141000113e+06,-3.767865866600000300e+04,1.602960157339999860e+05
2016-05-16 13:00:00,1.417798663865000010e+06,-3.729758352700000250e+04,1.602135714389999921e+05
2016-05-16 14:00:00,1.417768082343999995e+06,-3.691670581700000184e+04,1.601307536930000060e+05
2016-05-16 15:00:00,1.417737825546999928e+06,-3.653602494000000297e+04,1.600475623799999885e+05
2016-05-16 16:00:00,1.417707895428000018e+06,-3.615554028899999685e+04,1.599639973839999875e+05
2016-05-16 17:00:00,1.417678293930999935e+06,-3.577525124199999846e+04,1.598800585929999943e+05
2016-05-16 18:00:00,1.417649022986999946e+06,-3.539515716699999757e+04,1.597957458950000000e+05
2016-05-16 19:00:00,1.417620084513999987e+06,-3.501525741600000038e+04,1.597110591809999896e+05
2016-05-16 20:00:00,1.417591480417999905e+06,-3.463555133000000205e+04,1.596259983430000138e+05
2016-05-16 21:00:00,1.417563212590999901e+06,-3.425603823700000066e+04,1.595405632739999855e+05
2016-05-16 22:00:00,1.417535282916000113e+06,-3.387671745199999714e+04,1.594547538709999935e+05
2016-05-16 23:00:00,1.417507693261000095e+06,-3.349758827800000290e+04,1.593685700300000026e+05
2016-05-17 00:00:00,1.417480445479999995e+06,-3.311865000500000315e+04,1.592820116519999865e+05
2016-05-17 01:00:00,1.417453541418999899e+06,-3.273990191100000084e+04,1.591950786380000063e+05
2016-05-17 02:00:00,1.417426982906999998e+06,-3.236134326000000146e+04,1.591077708900000143e+05
2016-05-17 03:00:00,1.417400771763999946e+06,-3.198297330700000020e+04,1.590200883139999933e+05
2016-05-17 04:00:00,1.417374909794999985e+06,-3.160479129000000103e+04,1.589320308160000131e+05
2016-05-17 05:00:00,1.417349398794000037e+06,-3.122679643900000156e+04,1.588435983059999999e+05
2016-05-17 06:00:00,1.417324240540999919e+06,-3.084898796999999831e+04,1.587547906939999957e+05
2016-05-17 07:00:00,1.417299436806000071e+06,-3.047136508699999831e+04,1.586656078920000000e+05
2016-05-17 08:00:00,1.417274989343999885e+06,-3.009392698100000052e+04,1.585760498150000058e+05
2016-05-17 09:00:00,1.417250899899000069e+06,-2.971667283200000020e+04,1.584861163799999922e+05
2016-05-17 10:00:00,1.417227170201000059e+06,-2.933960180899999978e+04,1.583958075039999967e+05
2016-05-17 11:00:00,1.417203801967999898e+06,-2.896271306600000025e+04,1.583051231090000074e+05
2016-05-17 12:00:00,1.417180796906000003e+06,-2.858600574899999992e+04,1.582140631160000048e+05
2016-05-17 13:00:00,1.417158156707999995e+06,-2.820947898999999961e+04,1.581226274500000000e+05
2016-05-17 14:00:00,1.417135883054000093e+06,-2.783313190799999938e+04,1.580308160360000038e+05
2016-05-17 15:00:00,1.417113977611999959e+06,-2.745696361299999990e+04,1.579386288049999857e+05
2016-05-17 16:00:00,1.417092442037000088e+06,-2.708097320200000104e+04,1.578460656850000087e+05
2016-05-17 17:00:00,1.417071277969999937e+06,-2.670515975999999864e+04,1.577531266089999990e+05
2016-05-17 18:00:00,1.417050487042000052e+06,-2.632952236099999936e+04,1.576598115119999857e+05
2016-05-17 19:00:00,1.417030070868999930e+06,-2.595406006699999853e+04,1.575661203310000128e+05
2016-05-17 20:00:00,1.417010031055999920e+06,-2.557877192999999897e+04,1.574720530030000082e+05
2016-05-17 21:00:00,1.416990369193000020e+06,-2.520365698799999882e+04,1.573776094689999882e+05
2016-05-17 22:00:00,1.416971086858999915e+06,-2.482871427000000040e+04,1.572827896729999920e+05
2016-05-17 23:00:00,1.416952185619999887e+06,-2.445394279200000165e+04,1.571875935590000008e+05
2016-05-18 00:00:00,1.416933667028000113e+06,-2.407934156000000075e+04,1.570920210730000108e+05
2016-05-18 01:00:00,1.416915532621999970e+06,-2.370490956799999913e+04,1.569960721670000057e+05
2016-05-18 02:00:00,1.416897783930999925e+06,-2.333064579900000172e+04,1.568997467889999971e+05
2016-05-18 03:00:00,1.416880422467000084e+06,-2.295654922499999884e+04,1.568030448949999991e+05
2016-05-18 04:00:00,1.416863449731000001e+06,-2.258261880699999892e+04,1.567059664390000107e+05
2016-05-18 05:00:00,1.416846867212000070e+06,-2.220885349399999905e+04,1.566085113800000108e+05
2016-05-18 06:00:00,1.416830676384000108e+06,-2.183525222600000052e+04,1.565106796770000074e+05
2016-05-18 07:00:00,1.416814878708000062e+06,-2.146181392899999992e+04,1.564124712930000096e+05
2016-05-18 08:00:00,1.416799475632000016e+06,-2.108853752299999906e+04,1.563138861920000054e+05
2016-05-18 09:00:00,1.416784468592999969e+06,-2.071542191100000127e+04,1.562149243410000054e+05
2016-05-18 10:00:00,1.416769859012000030e+06,-2.034246599100000094e+04,1.561155857090000063e+05
2016-05-18 11:00:00,1.416755648298999993e+06,-1.996966864500000156e+04,1.560158702669999911e+05
2016-05-18 12:00:00,1.416741837849000003e+06,-1.959702874800000063e+04,1.559157779879999871e+05
2016-05-18 13:00:00,1.416728429044000106e+06,-1.922454516399999920e+04,1.558153088479999860e+05
2016-05-18 14:00:00,1.416715423253000015e+06,-1.885221674400000120e+04,1.557144628249999951e+05
2016-05-18 15:00:00,1.416702821832000045e+06,-1.848004233200000090e+04,1.556132398999999859e+05
2016-05-18 16:00:00,1.416690626121999929e+06,-1.810802075699999841e+04,1.555116400560000038e+05
2016-05-18 17:00:00,1.416678837452000007e+06,-1.773615084299999944e+04,1.554096632760000066e+05
2016-05-18 18:00:00,1.416667457138000056e+06,-1.736443139900000097e+04,1.553073095489999978e+05
2016-05-18 19:00:00,1.416656486478999956e+06,-1.699286122500000056e+04,1.552045788649999886e+05
2016-05-18 20:00:00,1.416645926764999982e+06,-1.662143911300000036e+04,1.551014712149999978e+05
2016-05-18 21:00:00,1.416635779270000057e+06,-1.625016384199999993e+04,1.549979865930000087e+05
2016-05-18 22:00:00,1.416626045251999982e+06,-1.587903418100000090e+04,1.548941249980000139e+05
2016-05-18 23:00:00,1.416616725958999945e+06,-1.550804889100000037e+04,1.547898864279999980e+05
2016-05-19 00:00:00,1.416607822624000022e+06,-1.513720672100000047e+04,1.546852708850000054e+05
2016-05-19 01:00:00,1.416599336463999934e+06,-1.476650640999999996e+04,1.545802783730000083e+05
2016-05-19 02:00:00,1.416591268685000017e+06,-1.439594668900000033e+04,1.544749088979999942e+05
2016-05-19 03:00:00,1.416583620479000034e+06,-1.402552627500000017e+04,1.543691624700000102e+05
2016-05-19 04:00:00,1.416576393021000084e+06,-1.365524387999999999e+04,1.542630391010000021e+05
2016-05-19 05:00:00,1.416569587474999949e+06,-1.328509820299999956e+04,1.541565388040000107e+05
2016-05-19 06:00:00,1.416563204989999998e+06,-1.291508793399999922e+04,1.540496615950000123e+05
2016-05-19 07:00:00,1.416557246698000003e+06,-1.254521175399999993e+04,1.539424074949999922e+05
2016-05-19 08:00:00,1.416551713721999899e+06,-1.217546833300000071e+04,1.538347765239999862e+05
2016-05-19 09:00:00,1.416546607165999943e+06,-1.180585633400000006e+04,1.537267687070000102e+05
2016-05-19 10:00:00,1.416541928122000070e+06,-1.143637440699999934e+04,1.536183840710000077e+05
2016-05-19 11:00:00,1.416537677666000091e+06,-1.106702119599999969e+04,1.535096226439999882e+05
2016-05-19 12:00:00,1.416533856861999957e+06,-1.069779533300000003e+04,1.534004844579999917e+05
2016-05-19 13:00:00,1.416530466756999958e+06,-1.032869544200000018e+04,1.532909695479999937e+05
2016-05-19 14:00:00,1.416527508384000044e+06,-9.959720137000000250e+03,1.531810779519999924e+05
2016-05-19 15:00:00,1.416524982763000065e+06,-9.590868024999999761e+03,1.530708097079999861e+05
2016-05-19 16:00:00,1.416522890895999968e+06,-9.222137699999999313e+03,1.529601648580000037e+05
2016-05-19 17:00:00,1.416521233773000073e+06,-8.853527749999999287e+03,1.528491434489999956e+05
2016-05-19 18:00:00,1.416520012368000112e+06,-8.485036754000000656e+03,1.527377455279999995e+05
2016-05-19 19:00:00,1.416519227639999939e+06,-8.116663281000000097e+03,1.526259711440000101e+05
2016-05-19 20:00:00,1.416518880533999996e+06,-7.748405888999999661e+03,1.525138203510000021e+05
2016-05-19 21:00:00,1.416518971978999907e+06,-7.380263132000000041e+03,1.524012932039999869e+05
2016-05-19 22:00:00,1.416519502889000112e+06,-7.012233551000000261e+03,1.522883897620000062e+05
2016-05-19 23:00:00,1.416520474163000006e+06,-6.644315681000000041e+03,1.521751100860000006e+05
2016-05-20 00:00:00,1.416521886685000034e+06,-6.276508047000000261e+03,1.520614542399999918e+05
2016-05-20 01:00:00,1.416523741323000053e+06,-5.908809164999999666e+03,1.519474222899999877e+05
2016-05-20 02:00:00,1.416526038930000039e+06,-5.541217545999999857e+03,1.518330143059999973e+05
2016-05-20 03:00:00,1.416528780344000086e+06,-5.173731687999999849e+03,1.517182303599999868e+05
2016-05-20 04:00:00,1.416531966385999927e+06,-4.806350083000000268e+03,1.516030705259999959e+05
2016-05-20 05:00:00,1.416535597863999894e+06,-4.439071216000000277e+03,1.514875348829999857e+05
2016-05-20 06:00:00,1.416539675567999948e+06,-4.071893563000000086e+03,1.513716235110000125e+05
2016-05-20 07:00:00,1.416544200272999937e+06,-3.704815588999999818e+03,1.512553364939999883e+05
2016-05-20 08:00:00,1.416549172738000052e+06,-3.337835755000000063e+03,1.511386739170000073e+05
2016-05-20 09:00:00,1.416554593705999898e+06,-2.970952513000000181e+03,1.510216358699999982e+05
2016-05-20 10:00:00,1.416560463905999903e+06,-2.604164307000000008e+03,1.509042224449999921e+05
2016-05-20 11:00:00,1.416566784048999893e+06,-2.237469571999999971e+03,1.507864337370000139e+05
2016-05-20 12:00:00,1.416573554829000030e+06,-1.870866737999999941e+03,1.506682698429999873e+05
2016-05-20 13:00:00,1.416580776926999912e+06,-1.504354225999999926e+03,1.505497308640000119e+05
2016-05-20 14:00:00,1.416588451004999923e+06,-1.137930446999999958e+03,1.504308169040000066e+05
2016-05-20 15:00:00,1.416596577710000100e+06,-7.715938079999999673e+02,1.503115280689999927e+05
2016-05-20 16:00:00,1.416605157673999900e+06,-4.053427080000000160e+02,1.501918644680000143e+05
2016-05-20 17:00:00,1.416614191508000018e+06,-3.917553800000000308e+01,1.500718262150000082e+05
2016-05-20 18:00:00,1.416623679812999908e+06,3.269093179999999847e+02,1.499514134239999985e+05
2016-05-20 19:00:00,1.416633623167000012e+06,6.929134820000000445e+02,1.498306262139999890e+05
2016-05-20 20:00:00,1.416644022135999985e+06,1.058838584000000083e+03,1.497094647059999988e+05
2016-05-20 21:00:00,1.416654877267000033e+06,1.424686261000000059e+03,1.495879290249999904e+05
2016-05-20 22:00:00,1.416666189090000000e+06,1.790458155999999917e+03,1.494660192979999993e+05
2016-05-20 23:00:00,1.416677958121000091e+06,2.156155917999999929e+03,1.493437356549999968e+05
2016-05-21 00:00:00,1.416690184855999891e+06,2.521781205000000227e+03,1.492210782309999922e+05
2016-05-21 01:00:00,1.416702869776000036e+06,2.887335680000000139e+03,1.490980471609999950e+05
2016-05-21 02:00:00,1.416716013342000078e+06,3.252821010999999999e+03,1.489746425860000018e+05
2016-05-21 03:00:00,1.416729616000999929e+06,3.618238875999999891e+03,1.488508646479999879e+05
2016-05-21 04:00:00,1.416743678183000069e+06,3.983590953999999783e+03,1.487267134929999884e+05
2016-05-21 05:00:00,1.416758200296999887e+06,4.348878934000000299e+03,1.486021892700000026e+05
2016-05-21 06:00:00,1.416773182739000069e+06,4.714104510000000118e+03,1.484772921309999947e+05
2016-05-21 07:00:00,1.416788625883999979e+06,5.079269382000000405e+03,1.483520222310000099e+05
2016-05-21 08:00:00,1.416804530093000038e+06,5.444375256000000263e+03,1.482263797290000075e+05
2016-05-21 09:00:00,1.416820895705000032e+06,5.809423842999999579e+03,1.481003647859999910e+05
2016-05-21 10:00:00,1.416837723046999890e+06,6.174416860000000270e+03,1.479739775680000021e+05
2016-05-21 11:00:00,1.416855012422000058e+06,6.539356028000000151e+03,1.478472182409999950e+05
2016-05-21 12:00:00,1.416872764120999957e+06,6.904243075999999746e+03,1.477200869780000066e+05
2016-05-21 13:00:00,1.416890978413000004e+06,7.269079737000000023e+03,1.475925839510000078e+05
2016-05-21 14:00:00,1.416909655552000040e+06,7.633867747999999665e+03,1.474647093400000012e+05
2016-05-21 15:00:00,1.416928795770999976e+06,7.998608852000000297e+03,1.473364633249999897e+05
2016-05-21 16:00:00,1.416948399289000081e+06,8.363304796000000351e+03,1.472078460900000064e+05
2016-05-21 17:00:00,1.416968466301999986e+06,8.727957334999999148e+03,1.470788578219999908e+05
2016-05-21 18:00:00,1.416988996990999905e+06,9.092568224000000555e+03,1.469494987109999929e+05
2016-05-21 19:00:00,1.417009991519999923e+06,9.457139225999999326e+03,1.468197689520000131e+05
2016-05-21 20:00:00,1.417031450029999949e+06,9.821672105999999985e+03,1.466896687420000089e+05
2016-05-21 21:00:00,1.417053372647000011e+06,1.018616863600000033e+04,1.465591982819999976e+05
2016-05-21 22:00:00,1.417075759480000008e+06,1.055063058799999999e+04,1.464283577740000037e+05
2016-05-21 23:00:00,1.417098610614999896e+06,1.091505974400000014e+04,1.462971474260000105e+05
2016-05-22 00:00:00,1.417121926121999975e+06,1.127945788499999981e+04,1.461655674500000023e+05
2016-05-22 01:00:00,1.417145706051999936e+06,1.164382679699999971e+04,1.460336180570000142e+05
2016-05-22 02:00:00,1.417169950438000029e+06,1.200816827200000080e+04,1.459012994659999968e+05
2016-05-22 03:00:00,1.417194659292999888e+06,1.237248410300000069e+04,1.457686118969999952e+05
2016-05-22 04:00:00,1.417219832610999933e+06,1.273677608800000053e+04,1.456355555750000058e+05
2016-05-22 05:00:00,1.417245470367999980e+06,1.310104602599999998e+04,1.455021307249999954e+05
2016-05-22 06:00:00,1.417271572520999936e+06,1.346529572100000041e+04,1.453683375799999922e+05
2016-05-22 07:00:00,1.417298139007000020e+06,1.382952698100000089e+04,1.452341763729999948e+05
2016-05-22 08:00:00,1.417325169745000079e+06,1.419374161500000082e+04,1.450996473420000111e+05
2016-05-22 09:00:00,1.417352664634000044e+06,1.455794143500000064e+04,1.449647507270000060e+05
2016-05-22 10:00:00,1.417380623554999940e+06,1.492212825700000030e+04,1.448294867739999900e+05
2016-05-22 11:00:00,1.417409046367000090e+06,1.528630389900000046e+04,1.446938557300000102e+05
2016-05-22 12:00:00,1.417437932910999982e+06,1.565047017899999992e+04,1.445578578459999990e+05
2016-05-22 13:00:00,1.417467283010999905e+06,1.601462892199999987e+04,1.444214933770000061e+05
2016-05-22 14:00:00,1.417497096468999982e+06,1.637878195100000084e+04,1.442847625819999957e+05
2016-05-22 15:00:00,1.417527373065999942e+06,1.674293109299999924e+04,1.441476657230000128e+05
2016-05-22 16:00:00,1.417558112567000091e+06,1.710707817499999874e+04,1.440102030640000012e+05
2016-05-22 17:00:00,1.417589314714000095e+06,1.747122502900000109e+04,1.438723748750000086e+05
2016-05-22 18:00:00,1.417620979231999954e+06,1.783537348600000041e+04,1.437341814270000032e+05
2016-05-22 19:00:00,1.417653105822999962e+06,1.819952537799999845e+04,1.435956229969999986e+05
2016-05-22 20:00:00,1.417685694173000054e+06,1.856368254099999831e+04,1.434566998650000023e+05
2016-05-22 21:00:00,1.417718743944999995e+06,1.892784680799999842e+04,1.433174123120000004e+05
2016-05-22 22:00:00,1.417752254784000106e+06,1.929202001799999925e+04,1.431777606260000030e+05
2016-05-22 23:00:00,1.417786226314000087e+06,1.965620400700000027e+04,1.430377450970000064e+05
2016-05-23 00:00:00,1.417820658138999948e+06,2.002040061200000127e+04,1.428973660180000006e+05
2016-05-23 01:00:00,1.417855549842000008e+06,2.038461167399999977e+04,1.427566236870000139e+05
2016-05-23 02:00:00,1.417890900986999972e+06,2.074883902999999918e+04,1.426155184040000022e+05
2016-05-23 03:00:00,1.417926711119000101e+06,2.111308451900000000e+04,1.424740504739999888e+05
2016-05-23 04:00:00,1.417962979760000017e+06,2.147734998199999973e+04,1.423322202049999905e+05
2016-05-23 05:00:00,1.417999706412999891e+06,2.184163725600000180e+04,1.421900279089999967e+05
2016-05-23 06:00:00,1.418036890560999978e+06,2.220594818200000009e+04,1.420474739000000118e+05
2016-05-23 07:00:00,1.418074531665999908e+06,2.257028459799999837e+04,1.419045584979999985e+05
2016-05-23 08:00:00,1.418112629169000080e+06,2.293464834200000041e+04,1.417612820249999932e+05
2016-05-23 09:00:00,1.418151182490000036e+06,2.329904125199999908e+04,1.416176448080000118e+05
2016-05-23 10:00:00,1.418190191031999886e+06,2.366346516400000110e+04,1.414736471749999910e+05
2016-05-23 11:00:00,1.418229654172000010e+06,2.402792191399999865e+04,1.413292894619999861e+05
2016-05-23 12:00:00,1.418269514407000039e+06,2.439055699299999833e+04,1.411845515479999885e+05
2016-05-23 13:00:00,1.418309884369000094e+06,2.475507648400000107e+04,1.410394749629999860e+05
2016-05-23 14:00:00,1.418350706950000022e+06,2.511963431700000001e+04,1.408940393200000108e+05
2016-05-23 15:00:00,1.418391981447000057e+06,2.548423232099999950e+04,1.407482449649999908e+05
2016-05-23 16:00:00,1.418433707136000041e+06,2.584887232500000027e+04,1.406020922520000022e+05
2016-05-23 17:00:00,1.418475883271000115e+06,2.621355615499999840e+04,1.404555815360000124e+05
2016-05-23 18:00:00,1.418518509088000050e+06,2.657828563600000052e+04,1.403087131750000117e+05
2016-05-23 19:00:00,1.418561583797999891e+06,2.694306259100000170e+04,1.401614875330000068e+05
2016-05-23 20:00:00,1.418605106593000004e+06,2.730788883799999894e+04,1.400139049759999907e+05
2016-05-23 21:00:00,1.418649076645999914e+06,2.767276619500000015e+04,1.398659658760000020e+05
2016-05-23 22:00:00,1.418693493104000110e+06,2.803769647700000132e+04,1.397176706049999921e+05
2016-05-23 23:00:00,1.418738355098000029e+06,2.840268149500000072e+04,1.395690195419999945e+05
2016-05-24 00:00:00,1.418783661734000081e+06,2.876772305799999958e+04,1.394200130680000002e+05
2016-05-24 01:00:00,1.418829412098000059e+06,2.913282297100000142e+04,1.392706515680000011e+05
2016-05-24 02:00:00,1.418875605256000068e+06,2.949798303600000145e+04,1.391209354319999984e+05
2016-05-24 03:00:00,1.418922240252000047e+06,2.986320505100000082e+04,1.389708650529999868e+05
2016-05-24 04:00:00,1.418969316106999991e+06,3.022849081099999967e+04,1.388204408260000055e+05
2016-05-24 05:00:00,1.419016831822999986e+06,3.059384210600000006e+04,1.386696631519999937e+05
2016-05-24 06:00:00,1.419064786377999932e+06,3.095926072299999942e+04,1.385185324350000010e+05
2016-05-24 07:00:00,1.419113178732000059e+06,3.132474844400000075e+04,1.383670490829999908e+05
