Time,x,y,z,Bx,By,Bz
1537347450.0,-181231.515625,353080.234375,4690.921875,2.44758868174921,-1.2586538284848494,-1.8251634835448984
1537347510.0,-181245.2421875,353081.921875,4688.9375,2.8345578686495023,-1.2136050176311923,-1.2878758404015644
1537347570.0,-181258.9375,353083.765625,4687.01171875,2.7981660068572474,-1.4152249257724534,-1.184214493075696
1537347630.0,-181272.625,353085.734375,4685.125,2.8034344696035145,-1.0244400318227098,-1.3335301624602771
1537347690.0,-181286.28125,353087.859375,4683.28125,2.8824080700400083,-1.0300314628286074,-1.439289102008175
1537347750.0,-181299.8984375,353090.140625,4681.49609375,2.753958317256768,-0.9845798097812232,-1.3801592062956491
1537347810.0,-181313.484375,353092.5625,4679.75390625,2.7846227033973845,-0.8958364895074233,-1.3384599926991594
1537347870.0,-181327.0,353095.15625,4678.05859375,2.7582557080199046,-0.993465830408876,-1.391140938090071
1537347930.0,-181340.4765625,353097.921875,4676.42578125,2.826003180175118,-0.9965189324503978,-1.3535535824380107
1537347990.0,-181353.953125,353100.84375,4674.83203125,2.769113183920534,-1.0235122729007904,-1.3133442479008801
1537348050.0,-181367.3984375,353103.90625,4673.296875,2.761086473039523,-1.0252390792465655,-1.379569004198877
1537348110.0,-181380.8125,353107.109375,4671.8203125,2.886129546179438,-0.9788042317185426,-1.4064266439984041
1537348170.0,-181394.234375,353110.5,4670.39453125,2.8480631212754672,-0.9754864448290974,-1.1488178803549278
1537348230.0,-181407.5859375,353114.046875,4669.015625,2.9634096593479975,-1.278713115892791,-1.5002749307570864
1537348290.0,-181420.953125,353117.703125,4667.6953125,3.15177385409843,-0.8126054300977442,-1.342057351624904
1537348350.0,-181434.2734375,353121.5625,4666.43359375,3.068933319345598,-0.807243222297444,-1.4920962987414648
1537348410.0,-181447.46875,353125.65625,4665.21875,3.0686579231037836,-0.7187859095921623,-1.4166876604900815
1537348470.0,-181460.640625,353129.890625,4664.05859375,3.242127489001166,-0.8334258026683651,-1.3536915710271706
1537348530.0,-181473.796875,353134.296875,4662.953125,2.8742922429169906,-0.6889247726269192,-1.2499828798033175
1537348590.0,-181487.0,353138.84375,4661.90234375,2.9429631478618417,-1.2467932108698427,-1.5329617132331192
1537348650.0,-181500.15625,353143.515625,4660.90234375,2.91158163760764,-1.2661150588820491,-1.5470827347687113
1537348710.0,-181513.2109375,353148.421875,4659.96875,2.861103878222304,-1.2425215820397795,-1.551154350806679
1537348770.0,-181526.2421875,353153.53125,4659.09765625,2.9981427634790823,-0.9729351063025801,-1.432657376211764
1537348830.0,-181539.2265625,353158.796875,4658.2734375,3.0404983975469424,-1.0979319353092756,-1.370734292731589
1537348890.0,-181552.21875,353164.203125,4657.51171875,2.94297910951271,-1.1233481818731104,-1.4008506638735059
1537348950.0,-181565.1953125,353169.796875,4656.8125,3.0216547120341715,-0.993881530702364,-1.3794385568671383
1537349010.0,-181578.140625,353175.609375,4656.1640625,2.952934852444858,-1.3519433838413748,-1.3855650516949782
1537349070.0,-181591.09375,353181.546875,4655.578125,2.9882501500117375,-1.4036908901657033,-1.3128316132893072
1537349130.0,-181603.9921875,353187.6875,4655.05078125,2.9174294377667414,-1.5425838111223507,-1.3697142693957898
1537349190.0,-181616.8671875,353194.03125,4654.58203125,3.077501892350816,-1.3908692393140871,-1.4318596105617312
1537349250.0,-181629.7109375,353200.515625,4654.1796875,3.078042245895727,-1.3975686761608315,-1.5030497479169098
1537349310.0,-181642.4296875,353207.265625,4653.84765625,3.042252282186571,-1.2373591459077729,-1.5255410067089121
1537349370.0,-181655.1796875,353214.1875,4653.57421875,3.0373767728742713,-1.3562139711318077,-1.4078526774431928
1537349430.0,-181668.0,353221.234375,4653.359375,3.051866357837508,-1.3747271585036693,-1.2941845343897873
1537349490.0,-181680.7890625,353228.46875,4653.21484375,3.1279833401630275,-1.3519871852495118,-1.384965221945749
1537349550.0,-181693.515625,353235.9375,4653.125,3.055135806139251,-1.2313960768365033,-1.359727165871262
1537349610.0,-181706.1171875,353243.65625,4653.1015625,3.01718822234157,-1.273617784634647,-1.336357666663737
1537349670.0,-181718.7421875,353251.515625,4653.1484375,3.0547284237184305,-1.429114802232555,-1.3997755855843121
1537349730.0,-181731.3984375,353259.546875,4653.2578125,3.039187001845076,-1.2788872566678076,-1.3845325137146525
1537349790.0,-181744.0390625,353267.796875,4653.4375,3.1854462025952976,-0.08414144497956962,-0.8371567778937006
1537349850.0,-181756.703125,353276.21875,4653.68359375,3.3452093194571226,-0.1902948382083041,-0.7778416200578872
1537349910.0,-181769.2890625,353284.875,4653.9921875,3.230203432941362,-0.26303531413528064,-0.6875493798582623
1537349970.0,-181781.8515625,353293.734375,4654.37109375,3.391095425428651,-0.28347226376481166,-0.6891906934119411
1537350030.0,-181794.40625,353302.765625,4654.82421875,3.4155853440222623,-0.2725880793130997,-0.7052165987391362
1537350090.0,-181806.90625,353312.0625,4655.35546875,3.397559499528945,-0.3337368355604048,-0.7459575562415827
1537350150.0,-181819.4375,353321.546875,4655.9453125,3.3864584757950853,-0.46432001076096036,-0.5937308193375506
1537350210.0,-181831.90625,353331.21875,4656.59765625,3.1506515373033412,-0.7071241828051684,-1.0722334028776863
1537350270.0,-181844.3984375,353341.09375,4657.3359375,3.225417599411429,-0.6994041525726804,-1.123805613448149
1537350330.0,-181856.9140625,353351.1875,4658.1484375,3.3019199320297044,-0.6673336982337118,-0.9276920225415566
1537350390.0,-181869.34375,353361.53125,4659.0234375,3.3890882977942525,-0.49050347440174963,-0.8960733869650443
1537350450.0,-181881.84375,353372.03125,4659.97265625,3.5576264920437395,-0.22326835735307096,-0.7680908860032394
1537350510.0,-181894.28125,353382.796875,4661.0078125,3.498257495947798,-0.06381324254770934,-0.7663792054564984
1537350570.0,-181906.6640625,353393.78125,4662.12109375,3.458935898151551,-0.5622298005298534,-0.7582139261336942
1537350630.0,-181919.078125,353404.9375,4663.30859375,3.366503915399393,-0.5171592892505472,-0.7178632803213316
1537350690.0,-181931.4921875,353416.359375,4664.57421875,3.490337160291607,-0.3627314099363954,-0.8652585902790145
1537350750.0,-181943.9453125,353428.0,4665.91015625,3.5021119169579467,-0.4471123775882949,-0.744513522646891
1537350810.0,-181956.3359375,353439.890625,4667.3359375,3.4167373257144495,-0.4418833295871164,-0.8266963811455769
1537350870.0,-181968.6796875,353452.0,4668.83984375,3.4721434600390646,-0.3063019815516868,-0.6800343267475873
1537350930.0,-181981.078125,353464.3125,4670.40625,3.4588714350659937,-0.5113000617086498,-0.7621944485412375
1537350990.0,-181993.453125,353476.890625,4672.0625,3.5099882314593036,-0.4531999188943299,-0.8274062201081566
1537351050.0,-182005.828125,353489.703125,4673.8046875,3.363383199216125,-0.6175869107764903,-0.8316271545066404
1537351110.0,-182018.2109375,353502.75,4675.63671875,3.5040399021075284,-0.5780285055382941,-0.5942878861162613
1537351170.0,-182030.546875,353516.0625,4677.546875,3.4963302674259413,-0.2822485362114,-0.7540292300161201
